Tenth,Twelfth,CGPA,Internships,Projects,Aptitude,Soft skills,Leadership,Extracurricular,Certifications,Backlogs,DSA,Lang,Probability
91.73,81.98,7.83,0,2,70.47,64.85,63.65,76.82,1,2,77.4,2,60.2
79.19,85.94,6.05,0,4,62.85,69.32,80.82,73.9,2,1,19.68,2,56.1
67.95,59.01,6.22,3,1,52.2,29.38,51.29,72.74,0,1,71.33,0,47.5
74.44,80.84,6.31,0,3,74.85,56.02,67.21,75.48,0,0,16.1,0,52.1
80.58,51.58,8.93,1,2,75.43,65.27,64.31,78.67,1,0,97.34,1,61.3
75.76,72.02,7.51,1,2,79.15,74.62,60.91,34.91,0,1,66.82,0,55.2
80.39,85.23,7.46,1,3,75.66,100,66.6,74.92,0,0,53.26,1,62.7
65.79,66.93,7.37,0,3,81.03,77.89,53.32,63.86,0,0,69.54,3,56.8
76.69,56.42,5.68,3,1,75.03,53.05,100,67.84,1,0,54.96,2,56.5
60.86,74.61,8.94,3,1,100,55.54,88.59,92.23,0,0,60.13,2,64.8
73.89,66.35,7.48,3,1,92.09,57.79,88.44,68.65,0,0,52.62,3,61.2
65.96,79.93,7.72,2,4,73.56,62.13,77.64,55.79,1,0,11.25,3,58.4
67.64,63.26,5.23,1,1,44.11,71.39,84.22,25,1,0,43.37,1,47.7
87.36,64.5,7.78,1,1,98.05,53.84,83.9,54.42,1,0,55.3,3,61.1
85.91,50.77,6.64,1,1,65.99,64.72,59.74,70.28,0,0,93.9,0,54.2
81.09,74.87,5.68,1,2,79.4,65.01,59.42,41.6,1,0,45.03,1,53.3
64.08,71.23,6.05,3,1,77.09,73.07,49.3,83.16,1,0,66.38,4,57.7
71.84,59.93,5.74,0,2,68.25,61.89,79.21,93.85,1,0,43.93,2,53
87.13,75.13,5.72,1,3,62.8,56.51,31.09,63.42,1,1,45.54,0,49.8
76.42,84.3,7.06,2,3,64.83,57.44,72.85,56.15,1,0,78.12,3,61
98.19,70.63,6.61,1,2,29.79,73.88,58.42,53.75,1,1,85.17,3,56.3
78.93,75.95,7.33,1,2,52.48,57.12,32.3,95.44,1,0,65.3,1,55
76.92,76.01,8.68,0,2,62.64,78.49,70.59,84.06,3,1,26.16,0,58.6
71.91,59.75,6.87,1,1,70.75,73.5,59.59,29.88,0,0,84.52,2,53.7
76.34,95.62,4.76,1,7,78.89,51.66,73.15,59.38,0,1,56.21,0,55.3
73.48,67.82,6.76,0,3,61.38,86.58,54.7,95.95,1,0,64.14,0,56.1
82.08,80.22,8.19,0,2,80.23,69.2,36.11,77.18,0,0,83.83,4,61.4
84.57,81.46,6.91,0,3,66.57,58.01,61.95,40.82,1,0,65.05,0,55.4
67.14,71.46,8.53,0,1,64.59,95.45,47.61,55.13,0,1,46.18,4,56
61.69,79.67,7.45,0,1,70.78,67.82,27.74,54.09,1,1,64.56,1,51
56.64,75.7,5.16,1,1,81.01,73.37,81.99,38.36,2,2,42.11,2,50.5
80.08,57.41,7.11,0,1,66.49,68.23,52.86,100,1,1,100,2,56.6
63.97,69.35,7.3,0,1,75.47,89.62,62.19,84.6,1,0,66.42,2,57.9
53.47,66.26,8.08,3,0,81.18,94.71,20.83,68.61,0,0,100,2,58.3
78.89,67.92,8.82,0,1,78.17,71.88,56.49,67.48,1,0,25.37,2,57.2
99.93,58.66,7.91,0,5,59.98,69.07,79.02,86.99,1,1,48.23,1,59.9
74.94,85.39,7.44,0,1,62.81,82.02,24.19,52.08,1,0,68.71,2,55.2
83.38,90.62,7.68,2,0,78.76,60.75,62.17,76.71,1,0,56.48,1,61.3
75.82,83.76,6.83,3,1,67.97,71.71,50.79,100,0,0,73.64,4,62
74.01,86.98,5.54,0,5,58.31,58.22,79.69,67.71,2,0,56.16,0,55.5
84.19,69.21,7.04,0,1,70.67,96.39,55.42,76.17,0,0,88.64,4,60.9
72.1,66,7.37,1,1,81.67,84.29,74.34,57.88,3,2,42.17,1,56.5
77.67,64.44,5.8,1,1,83.71,94.74,77.49,50.29,2,0,64.24,4,59.5
78.22,80.08,8.33,2,3,85.32,60.64,58.3,39.69,1,1,72.4,1,60.4
68.32,75.5,8.01,0,0,70.48,81.63,74.8,63.62,0,2,78.95,3,57.5
84.92,72.15,5.63,4,1,75.73,74.35,59.89,31,0,0,77.96,1,57.1
73.25,87.25,8.37,1,5,86.57,72.58,71.86,45.8,1,0,65.84,3,65
67.44,77.45,6.69,2,5,60.42,92.83,46.02,49.96,2,1,54.74,5,58.9
80.37,63.77,6.22,0,2,84.66,54.31,46.12,71.89,1,0,53.43,0,51.7
66.02,65.51,8.08,2,0,80.47,58.92,41.68,44.76,2,1,26.66,2,52.1
75.28,80.5,6.95,3,4,80.53,59.99,70.27,59.82,0,0,72.67,2,61.6
74.91,84.46,8.9,1,3,44.66,46.35,89.14,33.13,0,0,27.91,3,57.2
85.86,79.07,6.15,0,2,61.76,38.12,84.22,62.03,2,1,70.5,0,54.2
79.75,93.87,5.27,0,2,60.75,65.45,60.18,79.1,2,0,61.01,4,57.5
74.75,90.99,6.72,0,2,91.35,79.17,61.75,53.43,0,1,61.07,1,57.5
83.18,77.85,7.79,1,2,56.74,64.66,81.39,33.44,2,1,52.21,3,58.4
88.9,63.78,6.07,1,2,54.01,55.74,91.36,64.63,1,0,50.78,3,56
80.58,58.59,5.67,1,1,51.77,86.21,21.87,97.6,2,1,54.14,0,49.6
75.1,68.74,7.23,0,1,64.39,50.98,54.86,54,3,0,76.5,1,54.2
61.88,81.29,5.54,0,2,76.05,40.27,68.12,63.95,1,1,32.89,2,48.9
64.35,93.09,7.31,0,3,97.54,45.15,64.17,40.74,1,1,63.4,0,55.6
71.95,77.59,6.66,0,2,64.27,91.45,63.56,50.95,0,0,73.76,5,58.4
68.9,85.86,7.49,0,4,58.63,64.95,100,48.76,0,0,22.08,2,56.9
73.13,70.3,5.62,1,2,93.38,87.08,48.24,70.88,1,0,42.16,2,55.5
75.57,79.85,8.3,0,1,95.68,86.3,52.67,45.31,1,0,39.41,2,59.3
80.3,82.06,6.82,0,3,43.61,39.01,45.77,51.97,2,1,47.06,2,50.4
74.3,51.22,7.76,1,3,62.24,68.93,33.31,64.78,0,0,49.49,5,53.9
79.87,68.45,7.96,0,2,73.24,79.59,51.73,19.51,2,0,50.62,1,55.4
75.64,83.45,5.84,1,1,72.81,51.87,45.91,74.7,0,0,41.17,4,53.4
55.25,76.02,7.88,1,4,100,48.67,59.12,34.08,1,0,48.98,4,57.2
65.61,59.84,5.57,2,1,61.73,75.55,82.38,35.99,1,0,63.63,1,52
73.56,46.27,5.63,0,1,52.79,50.06,51.36,36.99,1,0,62.46,4,46
62.9,68.98,8.96,2,1,58.39,72.31,81.71,88.34,0,1,47.44,4,60.1
81,72.21,8.11,0,4,86.35,79.3,83.58,86.3,4,0,77.22,2,67.6
90.31,63.28,9.07,1,2,69.8,81.33,63.05,44.24,2,0,88.47,3,64.5
87.19,74.57,6.63,0,3,94.02,80.11,74.89,92.69,3,0,70.19,1,64.1
72.87,78.57,7.1,1,0,79.69,87.23,81.66,92.1,0,1,66.56,1,60
89.91,80.38,7.53,1,5,59.83,52.89,57.85,62.52,0,1,45.18,5,59
76.49,47.08,6.99,1,4,82.94,93.32,60.77,100,2,0,48.29,1,59.1
71.63,58.54,6.25,1,2,88.04,60.31,72.33,86.03,2,0,32.5,5,57
68.87,69.65,6.1,1,1,91.88,51.8,74.15,57.61,3,0,37.95,2,54.8
71.98,79.29,7.21,1,6,48.95,84.12,63.86,71.7,4,2,100,0,61
71.12,78.38,5.93,1,2,74.21,77.31,80.06,46.89,0,1,66.32,1,55.1
76.7,78.19,5.91,1,0,53.28,42.44,61.36,53.61,2,0,81.61,1,52.2
76.61,68.78,7.39,2,1,65.57,81.11,75.96,57.35,0,0,76.83,1,59.1
75.03,69.4,6.9,0,1,66.5,72.26,72.68,42.22,2,0,100,2,57.7
79.37,64.99,7.94,1,1,74.23,68.5,52.41,63.94,1,1,38.63,1,54.5
86.91,81.45,6.58,1,3,77.21,60.87,92.4,20.65,1,1,56.41,2,58.2
84.5,62.87,6.42,2,1,60.94,87.64,83.75,63.06,1,0,69.79,2,59.5
60.15,82.35,7.42,1,1,88.27,91.75,44.03,52.54,1,1,53.68,2,56.6
49.46,75.29,6.19,2,1,90,77.72,78.37,74.93,1,1,56.9,2,56.3
84.34,72.5,6.34,2,2,72.8,49.28,58.62,51.19,1,1,66.75,1,54.5
61.33,65.78,6.38,3,1,95.88,49.65,80.44,65.63,2,1,66.75,2,57.1
72.75,58.09,6.79,1,5,68.81,55.61,86.71,53.99,1,0,97.01,2,58.7
63.3,65.88,8.77,1,2,42.24,82.45,75.97,38.65,0,0,56.13,0,54.6
56.98,69.37,5.62,2,3,56.17,63.15,88.6,63.18,1,0,93.31,1,55.4
80.41,46.94,8.3,1,1,63.34,77.31,76.37,60.76,1,1,80.85,1,57.2
82.59,70.83,7.74,0,0,83.8,59.08,56.67,79.14,0,0,78.14,3,58.8
69.23,83.17,8.57,3,2,55.28,89.01,22.93,89.27,3,1,74.71,1,61.5
49.09,79.24,10,3,1,69.08,50.69,41.87,100,0,0,65.96,3,60.6
69.54,67.54,8.43,1,3,100,64.68,52.99,67.04,1,0,71.19,3,61.6
78.92,73.52,7.93,0,1,73.48,64.45,74.73,68.11,0,1,62.32,4,58.6
60.21,66.88,5.69,2,4,94.12,78.28,39.5,65.09,3,0,25.99,2,54.3
76.83,74.64,5.81,0,2,52.02,73.41,37.26,43.35,0,1,80.02,3,50.4
74.85,89.94,7.36,3,1,39.67,90.23,56.13,52.65,0,1,69.44,1,57.8
80.79,83.65,5.3,3,3,45.86,87.46,58.43,69.18,0,1,55.09,0,54.9
76.2,78.73,7.62,0,2,86.25,57.5,66.51,84.24,0,0,88.6,0,59.7
65.27,67.58,4.87,0,2,66.5,68.66,89.93,83.79,2,1,83.35,1,53.8
86.97,81.25,8.15,1,3,65.08,67.88,54.39,55.55,3,1,54.26,0,59.3
73.41,54.44,6.68,2,0,95.84,59.89,61.5,44.32,2,0,71.83,4,56.9
74.73,70.22,7.13,0,1,86.32,44.89,82.05,89.12,2,2,92.54,4,59.4
65.67,79.42,6.25,1,0,76.99,67.7,46.22,47.85,2,1,71.12,1,52.4
70.57,81.14,5.1,1,0,87.98,81.1,87.64,35.25,0,0,44.63,0,53.4
66.15,80.37,8.23,1,2,67.7,70.89,44.68,64.4,1,0,44.01,0,55.5
73.27,76.24,8.34,1,2,75.23,73.07,55.9,54.01,2,1,66.71,5,61.2
92.12,70.85,6.65,0,2,51.82,89.51,50.12,57.96,1,0,100,4,59.8
61.28,78.92,7.66,1,0,58.54,54.9,95.76,55.49,1,1,76.45,2,56.5
58.86,62.52,6.61,1,0,66,56.08,66.78,58.48,3,0,62.33,1,51.7
89.71,63.71,7.29,2,2,69.61,61.57,60.82,58.71,1,0,88.88,1,59.4
72.91,73.68,7.76,0,2,84.8,84.17,40.75,71.23,0,0,70.33,2,58.3
68.31,74.91,7.56,0,1,88.57,81.44,87.87,62.57,1,0,65.1,2,60.8
85.4,52.92,8.34,0,1,100,71.97,80.91,59.28,1,1,75.75,2,60.7
68.94,78.01,7.52,1,3,100,89.44,51.09,68.72,0,0,64.92,2,61.4
93.26,81.5,7.03,3,5,87.17,54.1,65.15,76.01,2,0,65.76,1,65.2
81.78,72.15,6.24,0,2,47.68,61.66,72.52,34.15,2,0,79.65,7,57.2
70.12,99.12,6.52,1,2,91.48,73.45,71.26,46.08,1,1,76.72,0,59.5
96.57,65.49,7.81,2,3,98.37,64.94,55.02,28.18,0,0,48.17,3,60.6
68.94,69.03,5.5,0,3,72.1,80.71,95.02,59.08,1,0,58.88,0,54.9
82.42,68.65,8.11,1,2,44.57,93.92,60.31,49.31,0,1,83.12,3,58.9
77.99,72.16,6.72,2,2,73.1,66.62,60.93,40.8,1,0,93.08,1,58
88.02,69.38,6.18,0,1,83.41,74.15,84.29,59.89,1,0,66.41,2,58.7
90.62,57.53,5.9,2,1,73.69,81.92,79.44,39.83,0,0,51.75,3,56.6
75.32,66.99,7.67,1,2,63.92,79.47,83,69.96,2,1,55.3,2,59.3
67.47,71.93,6.99,0,3,68.87,94.56,100,58.28,1,1,58.62,2,59.1
79.6,86.51,8.59,0,2,89.38,74.25,51.46,54.3,1,1,54.61,3,61
68.22,97.22,5.74,0,3,77.12,68.8,67.79,62.68,1,0,53.6,2,57
95.13,87.69,6.42,0,1,92.1,53.44,48.79,70.36,1,1,57.68,4,58.5
76.37,64.47,6.91,0,0,86.33,73.26,54.3,58.21,0,1,57.17,3,53.6
71.35,65.35,6.25,0,2,67.09,54.23,48.97,53.61,1,0,52.99,1,49.4
76.85,71.25,7.01,0,2,82.6,53.62,63.27,56.05,2,1,66.01,0,54.4
61.53,92.63,7.32,0,2,92.56,74.21,81.05,75.3,1,0,52.32,1,60.6
65.28,71.18,7.48,2,3,72.26,63.04,57.77,28.78,2,0,58.45,3,56.8
87,58.4,8.51,1,0,80.1,31.7,67.91,58.92,1,1,75.52,4,57.6
68.43,67.49,5.7,2,1,47.2,100,47.11,86.36,3,0,67.86,1,55.5
64.53,81.33,7.34,2,1,63.38,46.2,50.05,76.97,2,2,70.22,4,55.7
80.37,80.59,6.35,3,2,67.79,64.18,37.46,65.56,2,1,96.07,2,58.8
86.86,70.8,7.43,2,5,54.65,50.19,57.92,71.2,0,1,61.75,4,58.5
82.19,80.52,7.43,0,2,71.97,64.17,61.76,100,1,1,70.41,2,59.8
84.96,48,6.01,0,2,95.44,61.4,63.93,63.38,0,0,67.06,2,53.8
67.43,74.14,6.1,0,0,74.64,57.91,49.73,51.09,2,0,87.37,6,55.2
60.78,82.47,7.51,1,0,90.06,66.55,71.21,85.2,1,1,39.03,3,58
90.01,63.84,7.02,0,1,80.64,52.07,60.73,63.53,1,0,47.02,0,53.7
71.77,63.8,6.78,2,0,95.81,76.05,48.04,23.91,1,1,77.86,2,54.8
72.49,52.47,7.66,2,1,69.07,74.53,67.04,64.22,3,0,87.55,3,60.3
88.28,90.49,7.73,2,3,59.96,68.99,66.31,70.89,2,0,72.14,1,64.2
80.56,65.08,6.47,0,4,81.74,76.11,62.13,41.23,3,0,86.61,3,59.7
79.56,75.65,6.15,1,2,46.49,83.51,86.85,100,0,1,38.28,3,57.1
96.65,79.64,5.74,0,2,78.95,46.91,72.51,47.52,0,0,37.51,2,54.2
68.56,89.63,7.03,1,1,36.89,92.12,100,49.77,3,1,70.14,1,59.6
84.28,71.31,5.58,4,2,56.91,93.08,56.13,79.05,3,0,77.66,3,62.5
75.57,67.07,7.1,2,2,75.26,80.88,66.37,72.61,1,0,74.35,3,61.2
77.69,74.9,8.22,1,2,50.9,63.1,41.81,63.79,2,0,77.24,4,59
90.28,87.12,6.65,1,2,63.85,99.91,55.02,69.02,0,0,60.66,3,61.7
80.08,71.13,6.46,0,0,50.31,84.79,27.07,52.71,1,1,36.74,3,49
80.38,62.5,9,1,3,80.67,45.56,74.61,50.31,0,0,81.84,0,59.3
85.73,56.05,8.51,2,3,87.04,62.36,83.85,37.91,3,0,67.42,4,64.7
71.35,59.57,6.24,4,1,70.05,77.07,59.42,98.77,1,0,61.45,0,57.2
66.61,82.51,7.14,1,5,100,48.98,31.77,32.97,0,1,96.73,2,56.4
64.55,69.47,7.33,2,1,66.49,84.54,100,59.06,0,0,71.5,4,61.5
55.34,66.32,7.2,1,2,49.99,65.06,56.19,33.64,0,0,61.36,0,48.6
95.56,65.12,8.81,1,2,48.57,53.2,55.36,56.67,0,0,55.01,2,57
63.97,73.94,7.09,0,2,67.82,65.36,80.27,69.08,1,1,73.79,2,56.1
72.79,70.37,7.24,2,3,74.85,59.68,45.4,60.66,1,0,65.79,0,55.7
72.23,70,7.69,0,2,100,42.19,50.51,97.66,1,0,77.69,0,57.5
78.07,87.84,8.19,1,1,53.95,67.39,78.56,68.62,4,1,100,3,64.9
83.16,89.92,7.94,1,1,60.52,61.72,90.86,60.51,1,0,76.13,2,63
83.6,55.29,7.54,2,1,77.17,69.74,59.77,73.17,0,1,27.81,4,56
69.17,76.6,5.44,3,1,71.46,51.81,36.42,50.13,2,1,42.32,2,50.1
73.33,64.45,6.51,1,2,60.97,70.42,83.67,56.65,1,1,63.84,2,54.9
77.83,70.27,7.82,1,2,69.35,100,18.01,34.4,0,0,97.36,3,58.2
72.51,76.4,7.25,1,1,52.99,49.26,74.77,78.93,1,0,27.84,3,54.6
91.07,70.66,7.83,1,4,63.3,68.98,38.21,68.35,1,1,85.28,1,58.9
79.91,75.54,8.89,2,2,53.34,72.79,57.67,76.06,1,0,99.56,0,62.8
82.35,80.4,5.82,1,0,85.64,68.99,71.11,88.51,0,0,84.96,1,59.2
81.63,76.24,8.14,1,2,81.13,67.63,45.48,60.82,2,0,69.68,2,60.8
86.73,65.88,6.67,1,4,69.22,69.17,55.86,53.39,0,0,62.22,2,56.5
76.81,66.08,7.94,0,1,70.24,61.56,56.15,66.52,3,0,18.71,1,53.9
62.03,57.16,6.96,0,1,73.35,93.2,62.62,58.16,0,0,68.87,0,52.7
79,63.61,9.13,5,1,63.17,74.2,68.32,46.07,1,0,72.07,2,64
68.49,94.58,7.13,0,4,44.66,58.65,64.96,53.91,1,0,68.17,1,55.9
69.71,64.29,6.36,1,3,64.89,86.17,65.5,68.77,0,0,25.35,2,53.5
80.86,59.87,7.42,2,3,77.32,57.14,86.43,43.66,0,0,75.52,2,59.3
87.38,76.52,7.32,0,0,84.29,50.98,93.8,25.12,0,0,76.81,1,57.6
75.21,71.79,8.14,3,4,71.08,61.68,74.35,30.48,1,1,69.58,5,62.2
78.09,70.85,7.45,1,3,60.95,89.52,70.68,68.77,1,0,67.84,3,61.4
92.02,88.5,9.48,0,1,78.41,51.23,34.36,57.71,0,0,38.56,1,58.1
77.41,79.04,6.89,1,1,72.61,63.71,17.26,62.97,0,0,68.6,3,54
100,67.17,6.9,1,1,54.38,59.24,58.05,56.92,1,1,34.79,1,52.9
80.66,68.33,6.4,1,2,43.01,80.85,95.69,68.16,1,1,78.14,3,58.5
57.39,67.47,7.09,0,1,61.92,51.87,59.96,78.27,2,1,76.97,3,52.7
82.53,82.62,7.23,1,3,92.87,77.46,79.23,74.54,1,0,51.85,1,63.4
78.81,69.61,7.28,0,7,78.33,47.99,60.94,31.62,0,1,46.57,1,53.4
87.9,53.28,7.07,0,1,92.26,84.4,68.15,42.35,2,2,49.69,1,54.7
81.73,72.47,6.39,2,2,69.49,76.37,52.21,68.28,1,0,63.67,2,57.9
73.62,56.09,6.12,0,3,69.43,79.01,80.1,45.96,1,0,99.87,5,58.3
62.76,97.03,6.62,1,2,29.59,70.7,65.49,80.94,1,0,63.68,5,57.8
72.91,62.38,8.14,0,0,41.29,52.01,49.33,86.28,0,0,100,3,54.4
66.49,71.22,8.36,2,3,76.91,79.93,33.33,85.94,0,0,64.1,2,59.6
69.19,75.84,6.92,1,4,72.87,76.82,80.3,57.47,2,0,69.24,3,61.3
80.89,69.82,6.06,0,2,35.99,56.57,72.45,69.35,1,0,69.16,1,52
91.7,69.81,6.92,0,2,71.98,49.43,69.12,58.21,0,2,44.11,0,51.6
78.95,77.64,9.09,1,1,85.08,69.04,47.54,90.31,1,0,37.43,1,60.8
63.04,89.79,8,1,4,74.71,70.22,80.21,60.32,2,0,79.92,4,65.2
79.45,81.44,7.55,1,2,62.01,78.96,50.66,93.53,3,1,56.03,0,59.1
86.97,89.26,7.96,0,1,32.65,58.62,83.16,14.04,1,1,67.51,2,55.5
68.9,61.49,8.54,2,2,76.07,73.78,46.28,47.26,0,0,52.27,3,57
73.66,76.49,5.85,1,1,56.65,82.71,40.2,53.16,1,0,69.57,2,53.1
75.15,74.71,6.61,2,3,77.67,36.82,64.59,100,1,1,52.42,1,56.1
67.15,76.86,6.47,1,4,80.47,33.06,78.29,32.33,0,0,81.06,2,55
81.48,88.14,7.59,0,1,83.81,70.67,80.75,64.45,1,1,50.47,3,61
73.79,70.57,7.16,1,3,75.72,72.27,68.84,68.98,0,0,81.4,1,59
79.2,68.54,7.76,0,2,64.81,58.55,88.02,82.31,3,0,69.8,3,61.6
66.13,78.87,6.49,0,3,78.79,45.81,70.41,47.57,2,0,18.87,1,51.5
70.63,53.44,8.37,1,4,54.78,95.33,66.85,27.39,0,0,49.74,4,57.1
82.22,70.39,6.93,0,1,89.81,69,18.26,80.39,1,0,44.96,0,52.8
71.27,71.52,7.69,0,4,59.76,69.67,44.16,83.06,0,1,54.19,3,55.1
92.27,62.88,8.2,0,2,97.18,60.52,86.17,56.61,0,0,69.69,1,61.5
71,84.63,8.12,1,2,66.26,65.74,46.14,59.72,3,0,59.87,2,59.2
77.25,61.32,7.36,2,3,77.42,63.89,59.33,21.92,2,0,50.79,1,55.4
84.33,71.51,7.82,1,1,71.89,88.6,56.94,97.32,0,1,64.94,2,60.6
60.82,76.22,8.74,3,0,42.98,100,44.27,82.6,1,0,42.91,4,59.9
57.39,87.89,7.51,2,1,78.05,56.16,52.54,40.68,0,1,36.44,1,52.2
59.74,72.88,6.27,1,4,58.46,84.37,64.04,80.27,2,0,53.81,4,57.6
87.63,83.3,7.58,0,0,68.2,92.19,41.55,15.54,3,2,68.64,2,56.3
69.48,80.71,6.96,1,1,70.71,55.58,57.87,54.77,1,0,56.62,0,53.5
100,74.36,4.65,0,1,54.56,59.57,50.91,55.27,1,1,62.83,5,52.2
69.36,61.02,7.46,1,2,60.93,50.07,67.01,36.73,0,0,82.38,3,53.9
76.85,57.22,7.12,0,0,88.84,59.1,82.7,57.95,1,0,69.18,1,55.6
90.42,74.17,8.16,1,2,50.25,54.99,92.47,61.22,2,0,62.56,2,61.5
95.06,67.03,6.25,3,0,78.86,64.7,66.71,75.98,1,0,85.97,2,61.3
95.62,83.11,5.49,1,1,64.32,48.86,44.78,96.92,2,0,52.2,2,55.9
87.08,81.2,7.17,1,4,84.99,77.03,93.31,69.95,2,1,52.63,2,64.6
85.24,70.97,7.38,2,1,80.59,80.63,72.81,100,0,0,68.29,1,62.9
80.93,60.27,7.09,1,3,59.58,61.51,53.69,63.82,0,2,42.91,2,51.2
82.78,78.62,7.02,1,4,80.27,51.95,58.33,44.12,1,1,61.78,4,58.2
69.49,61.8,5.93,1,3,61.46,71.04,51.65,45.8,1,1,36.46,0,47.8
66.82,64.66,6.86,0,3,95.66,72.06,79.47,58.53,4,0,87.84,0,60.1
74.97,62.23,6.65,0,1,71.81,57.36,84.62,45.46,0,0,51.27,1,52
73.3,71.48,8.07,2,2,64.92,61.74,71.65,77.61,1,1,89.95,2,60.9
70.47,85.87,7.38,0,2,63.7,61.03,86.87,57.03,0,0,24.78,4,56.7
81.96,72.94,6.72,2,0,64.67,79.91,63.72,66.45,1,1,50.51,3,57.1
84.55,68.12,8.72,2,4,65.6,70.95,100,40.64,0,0,66.49,4,65.4
75.88,56.22,6.73,0,5,80.77,40.6,62.45,74.83,1,1,78.9,4,55.7
89.78,79.07,7.56,1,1,62.55,100,26.32,47.73,2,1,84.87,1,58.8
63.58,64.42,6.83,1,1,57.41,61.49,83.28,83.28,2,1,74.68,2,55.4
73.06,74.29,8.63,0,3,86.1,79.3,56.95,47.77,1,0,32.08,1,58
67.83,69.1,7.09,0,1,90.41,68.93,86.47,46.74,1,0,44.11,3,56.8
56.33,82.22,7.12,2,3,58.31,60.47,70.86,41.81,3,0,51.14,5,58.1
74.17,71.27,6.86,2,4,65.62,82.34,51.32,33.75,0,0,94.36,2,58.3
73.78,72.35,7.2,1,3,88.65,95.08,63.05,86.69,1,0,48.98,1,61.2
90.13,78.34,8.2,1,3,76.89,51.21,35.74,86.46,1,2,48.23,2,57.6
81.31,96.18,7.85,1,1,93.98,56.25,49.74,76.47,2,0,61.98,1,62.3
64.76,82.77,7.03,2,0,80.48,91.2,71.53,53.48,2,0,62.18,1,60.1
93.54,72.03,8.7,3,1,77.27,99.04,80.21,28.52,0,0,44.63,3,65.5
87.21,73.04,7.87,1,1,64.57,73.61,80.83,77.58,1,0,53.76,2,61.3
80.82,67.23,6.56,1,2,55.35,88.24,52.57,41.1,1,0,80.48,3,56.6
72.74,62.55,5.62,4,2,51.9,60.91,86.4,44.46,2,3,100,1,54.4
65.41,66.92,6.58,0,0,69.56,43,65.5,60.36,2,0,76.1,3,52.6
71.28,64.51,7.41,3,3,91.13,66.98,76.78,75.69,1,1,63.78,2,61.4
85.89,80.19,7.6,1,1,54.28,89.44,86.48,73.5,1,2,79.85,2,61.8
93.85,61.22,8.36,0,2,68.15,57.19,69.92,76.62,1,0,85.39,1,60.5
90.43,87.67,5.91,1,2,45.1,92.31,46.55,31.46,2,2,31.95,1,52.1
70.11,81.27,6.56,3,3,90.76,86.73,88.61,56.97,2,0,47.25,4,65.1
63.8,73.23,5.82,0,3,57.86,70.61,73.7,68.94,0,2,35.32,0,48.2
76.41,73,5.66,0,3,100,100,73.33,28.01,1,1,35.71,1,55.3
57.32,66.87,6.37,2,1,76.93,65.72,41.06,58.64,0,0,28.09,2,49.4
78.23,75.97,7.37,0,1,93.15,48.49,88.89,60.11,2,0,49.81,1,58.6
73.52,84.97,7.77,0,3,43.96,63.09,73.55,35.8,2,0,61.84,2,56.9
70.34,65.27,6.05,3,3,32.84,73.66,37.95,65.6,2,0,78.25,3,54.2
59.05,56.13,6.19,0,1,64.24,58,60.69,74.42,5,1,63.64,2,51
80.14,80.74,5.22,1,3,70.62,57.71,63.44,53.58,1,1,61.58,2,53.7
69.67,76.57,7.21,0,1,79.38,75.21,66.08,90,2,0,65.58,4,60.8
63.3,60.68,6.27,0,2,93.1,80.82,60.93,76.48,3,0,45.09,3,56.2
46.28,64.93,8.66,0,3,65.36,72.46,65.28,49.84,3,0,64.49,4,57.3
74.72,63.55,7.41,0,1,63.62,67.38,84.08,70.88,0,0,73.94,2,56.8
92.72,65.03,6.83,1,3,66.59,59.46,63.64,23.46,2,0,64.38,2,56.4
91.61,69.44,6.36,2,0,75.49,57.29,53.91,93.02,4,0,62.92,2,59.8
70.43,70.07,5.51,0,3,51.36,64.1,67.99,69.94,0,1,77.24,3,51.9
68.98,65.84,5.63,2,1,43.05,49.16,86.96,67.04,2,1,57.65,2,51.4
79.69,64.66,6.38,4,0,74.88,59.07,79.86,44.83,2,1,56.76,1,56.4
65.02,70.48,6.3,1,4,49.73,72.62,18.68,35.99,1,2,67.84,2,47.6
78.02,74.84,6,0,1,87.14,50.68,38.96,78.58,3,1,53.95,4,54.2
82.66,69.52,7.38,3,3,36.87,36.99,29.02,69.22,4,1,99.55,1,55.8
87.27,85.75,7.51,0,1,58.22,61.07,73.59,66.73,3,1,99.01,1,61
74,78.59,6.54,1,3,49.72,50.04,86.82,73.61,3,0,81.43,3,59.8
72.96,55.5,8.94,0,1,59.9,60.05,63.89,49.62,0,0,39.76,3,53.4
66.22,78.76,5.25,3,0,56.8,80.72,67.52,57.25,1,1,77.3,1,54
66.73,79.66,7.06,2,1,86.88,80.61,45.41,61.69,3,0,82.61,2,60.9
72.74,68.22,6.78,1,1,100,67.15,86.99,42.3,1,3,39.13,4,55.4
78.67,56.55,6.45,2,2,51.61,76.67,49.59,69.61,1,0,62.04,4,55.3
84.14,73.09,6.3,1,3,59.6,97.53,86.92,55.3,1,0,78.26,2,61.5
66.97,72.92,6.99,2,4,67.83,64.19,52.89,56.36,0,1,74.14,6,58
89.93,60.66,6.77,1,0,54.11,53.46,97.47,63.76,1,1,60.75,0,54.1
72.29,57.04,6.61,2,1,78.38,78.04,36.79,61.95,3,1,86.64,3,56.3
74.79,72.04,5.7,2,2,49.22,60.44,43.98,60.86,2,0,85.59,1,53.2
67.53,70.44,5.38,3,0,79.15,51.74,88.51,22.81,2,0,71.94,1,54.1
50.76,68.41,6.71,1,1,71.34,64.27,88.03,55.25,0,1,50.84,1,51.2
